uniqueID,drugName,condition,review,rating,date,usefulCount,label
117811,Multivitamin with minerals,Vitamin/Mineral Supplementation and Deficiency,"""Within just a few days I began to feel so much better.  Highly recommended""",10,25-Nov-16,0,1
159517,Gabapentin enacarbil,Postherpetic Neuralgia,"""I suffered with trigeminal neuralgia for over a year before I was diagnosed. They call it &quot;the suicide disease&quot; for a good reason. Such awful pain on the left side of my face, like someone had taken a club and hit me on the side of my head. At times it also felt like a hot poker was lying on my teeth. All I could do was go in a dark, quiet room. Sometimes sound would set it off, but usually it would just happen all by itself. I had tooth fillings taken out, dental X-rays done, trying to find the cause. It&#039;s a rare disease. The doctor gave me 600mg Horizant ER samples and I took (1) a day after dinner at 4. It worked! Then they tried to fill my prescription with generic Gabapentin at the pharmacy. No good! Didn&#039;t work! Back on Horizant. :)""",10,31-Jul-13,42,1
33253,Microgestin Fe 1 / 20,Birth Control,"""I honestly didn&#039;t realize how much I loved this birth control until I switched. I&#039;m currently taking Jolessa and it&#039;s horrible. Microgestin was perfect for me because I would never bleed in between, I wasn&#039;t emotional and I didn&#039;t gain weight. I also took my packs back to back for 3 months and I wouldn&#039;t spot until I was off of it. Really need to get back on this BC.""",10,10-Jan-17,1,1
15334,Ethinyl estradiol / norethindrone,Birth Control,"""I was on Mirena after my son was born. I kept having bad side effects for over a year including getting very bad ovarian cysts. I was originally on Microgestin 1/20 and I did notice a big improvement with the cysts and how bad my cramps were during period. Then I started to get a bald spot on my scalp. Contacted Dr just to be told that it&#039;s normal and to give it a few weeks. This was like 6 months after starting pill. Dr then changed it to 1.5/30. Hair did start growing back but I couldn&#039;t wear my hair up for several weeks. I haven&#039;t gained any more weight than before starting the pill but am struggling to lose weight. I&#039;ve read tons of bad reviews but for me this is 10 better than the sides effects I had from Mirena.""",10,28-Feb-17,7,1
25252,Tofacitinib,Rheumatoid Arthritis,"""Those who suffer with incurable rheumatoid arthritis understand the willingness to try a new medication that could possibly ease the painful symptoms of RA.  I tried Xeljanz hoping it was the limited cure-all. I&#039;ve never paid too much attention to the commercial warnings as I am like many others that think, that couldn&#039;t happen to me.  We&#039;ll, it did.  I ended up hospitalized for several months diagnosed with e-coli sepsis.  In all fairness, this drug may be the one to help you.  Unfortunately, it wasn&#039;t for me.  Do take seriously the warnings that could develop while using this drug.  It CAN happen to you.""",1,1-Apr-17,31,0
76867,Lorcaserin,Weight Loss,"""For weight loss. I started in July 2015 weighing in at 250 lbs as of today 10/13/15 I am 210 lbs. Started off was slow then the lbs started falling off. I went from a 40 inch waist to a 34 in that time frame my goal is 185. I have better nights of sleeping no more snoring. We I first started had slight headache but nothing after that.""",10,13-Oct-15,69,1
37221,Vyvanse,ADHD,"""This medication was possibly the worst experience of my life. In the matter of a week, i managed to have my boss lose all hope in me, i ruined my 3 year relationship and for the first time in my life, i was so depressed i had thoughts of death ( not to mention I was kind of moody all day). Not to mention it actually made my memory and focus worse! Thank God i had a couple adderall left to make it until my next (emergency) appointment!

Thanks Vyvanse! You really changed my life!

I have a psyc appointment tomorrow morning, i am going back to adderall! Vyvanse didnt last a full week for me, maybe it&#039;s different for other people.

""",1,12-Oct-16,12,0
178906,Victoza,"Diabetes, Type 2","""One month on the medicine.  Started with 10mg morning and evening of Glipizide in conjunction.  One week on the medicine and dropped the Glipizide.  Numbers stay in the 70-100 range.  This has changed my life.  Not sure about the weight loss aspect as I was already on a diet regimen that has led to 40lb weight loss.""",10,1-Dec-11,9,1
4691,Belviq,Weight Loss,"""After thirty years of being overweigh/fat I am really amzed. No more diet supplements or Adkins diets etc. Long short story 12 months 44 pounds feel great. Had a little joint pain and dry mouth but that was ok  and went away in a week. I now walk four times a week eat low carbs but occasionally splurge with pizza one slice generally. Food is under my control and I feel great on all counts. Amazing for a 55 year old used to be fat lady !!!!!""",10,13-May-15,35,1
205147,Acetaminophen / aspirin / caffeine,Migraine,"""Execedrin Migraine works GREAT. I have experienced migraine headaches since age 14. I am now 23 and there has been no other over the counter medicine that has worked like Excedrin Migraine. The only thing that has me concerned/worried is that I don&#039;t know if it has or may have a long term effect. If anyone knows please post a comment. Other than that I love this medication and I have recommended to friends and anyone I know that has migraines and they even say it works! I can wake up with a migraine and feel confident that as soon as I take Excedrin Migraine the pain will start to minimize until it completely goes away and after the pain goes away I feel lots of energy and fully awake.""",10,13-Oct-10,17,1
78389,Lyza,Birth Control,"""I have been on Lyza for about 7 months now and I hate it. I literally am bleeding most of the month, and it&#039;s definitely not a normal period. I called my provider and they said it takes about 6 months for it to get regular again but I don&#039;t see that happening. My mood swings are horrible and I feel really anxious and depressed. Do not recommend this to anyone!""",3,7-Jul-17,1,0
69634,Buprenorphine,Opiate Dependence,"""Saved my life. Struggled with opiate addiction for years, and now I no longer have cravings, and a bonus side-effect is that it helps my chronic (fibromyalgia) pain. Only side-effect that is really bothersome is constipation.""",9,8-Jun-11,6,1
77457,Prolia,Osteoporosis,"""I have been on Prolia for 2 years. I am so happy. Before Prolia, for a couple of the years I had been on Forteo, and I was tired to shot myself into the stomach every day. Again comparing to Forteo, I have much better results with Prolia. What is the most important for me :) Yes, I have some bones pain (legs, back) especially for the first 2 months but, when I see my last Bone Density results, I can bear the pain :)) Thanks Prolia! God is great!!""",10,23-Sep-14,152,1
78627,Fleet Enema,Constipation,"""So good that I went on the internet and wrote a review on a poop product. Works better than anything. Once a year I get horribly painful sudden constipation and this was the first time I had this product on hand. Usually I&#039;m in an hour of pain and anxiety, today only two minutes of it! .""",10,14-Oct-17,1,1
196631,Letrozole,Breast Cance,"""I just read the above comment about the lady feeling &#039;90&#039;. I am 45 and I too have had 6 rounds of chemo and a bi-lateral mastectomy January 2014. I couldn&#039;t take tamoxifen and monthly injections of zoladex were too painful and caused me numerous side effects. In June this year I had an oopherectomy which obviously has now pushed me post menopausal and I am taking letrozole 2.5 mg. and I feel like the lady above, like an old woman. Short of breath, exhausted, weepy, achy, no energy! Yesterday I was so exhausted after work at 4pm I was worried I wouldn&#039;t make it home as driving was scary I couldn&#039;t focus on the road! The tiredness has been so awful I have no longer being going out socially. It&#039;s ruined me.""",1,30-Oct-15,62,0
188732,ParaGard,Birth Control,"""I have had an extremely positive experience with paragard. The procedure was quick and a slight pinch upon placement a little bit of spotting after but other than that my period has remained unaffected, sometimes I do feel the strings but that is no biggie. Ever so often I have a partner who says they can feel it but has not created difficulty. I am happy with it. I got mine placed at Planned parenthood for free because of my financial status but I did make a $50 donation.""",9,1-Jun-15,8,1
108679,Nexplanon,Birth Control,"""I had bad side effects. I got nexplanon April 12th 2017 and removed it September 1st, although the numbing shot kind of hurt the actual implant did not. It was sore for a couple days. Everyone is different but for me I started getting more ache, my mood was terrible. I felt angry all the time an almost violent. No period but had anxiety an depression worsen. I had depo b4 this an My libido was non existent, and intercourse hurt bad which in why I switched the nexplanon but those side effects didn&#039;t get any better either..""",3,28-Nov-17,1,0
218701,Opana ER,Pain,"""I just started this medication a few days ago and I am on 10 mg twice per day..I would have to say it works very well on my neck and back pain and my nauseating migraines which all result from a car accident and I&#039;m only 23 years old. I luckily have a very nice understanding doctor and know what I&#039;m going through and he has never turned me down when I&#039;ve needed an increase or change in meds.""",8,7-Feb-13,53,1
156817,Excedrin Tension Headache,7</span> users found this comment helpful.,"""I get migraine and have found out by taking everything from prescription and over the counter medication that Excedrin was the only one that really worked. Now I can%u2019t find them in any store.""",10,19-Feb-12,7,1
229743,Ketamine,Anesthesia,"""Woke up from anesthesia with headache, extremely dizzy, and unable to coordinate my eyes together. I could not sleep for 32 hours. Two days after surgery I started having heart palpitations and seeing flashes in one eye. I needed to be checked with EKG and eyes checked for possible tear of  the retina. It took 10 days for dizziness and eye coordination to return to normal.""",1,9-Jan-17,7,0
192690,Drospirenone / ethinyl estradiol,Birth Control,"""I have been on Zarah, a generic of Yasmin, for more than half a year now. I started taking it for birth control as well as some ovarian cysts. For the first month I have to admit the side effects of the pill was a bit stressful. Always tired, and my mood swings were really ridiculous. But I gave it a month, and lo and behold, I started having more energy, my initial mood swings before the pill stopped, my abnormally painful and heavy period is ridiculously easy, my face and back acne have disappeared completely, and my bust even plumped up half a cup size. Just beware of some forever lasting water weight. Oh and no babies.""",9,12-Sep-11,31,1
186087,Desvenlafaxine,Depression,"""I started to take pristiq 100mg 9 days ago. For the first day i got dizzy and throwed up 1 time. For the first week i felt so good. I woke up early and very prepared to work. Also could stop smoking for 7 days. After 7 days i became with the bad mood like i was before and smoke again. I will keep taking this medicine to see the results and i hope that my depression go away and stabilize""",8,16-Jul-15,0,1
74600,Ethinyl estradiol / norethindrone,Birth Control,"""The first two months were not fun but than it got better. I have been on it for almost 3 years and I&#039;m very happy with it. My periods are regular and I have had no mood swings, cramps, or migraines. I love it. Only thing is it is expensive and my insurance only covers 10 percent but it&#039;s worth it because it works so well.""",10,26-Apr-09,6,1
202581,Cromolyn,Systemic Mastocytosis,"""My daughter has been using this for her  Mast Cell Activation Disorder (MCAD) since 2010, and it is a miracle!  She gained 30 pounds in 6 months because she was finally able to absorb her food, thanks to the Gastrocrom.   She is on a lot of different medications, but Gastrocrom was the one that finally tied everything together and started her on stable path.""",10,27-Sep-17,0,1
231832,Trazodone,Insomnia,"""Been on it for over a year. I take 0-100 mg a night as needed, but typically it&#039;s 100. After the first two weeks I&#039;ve had few side effects (at first there was dry mouth, headaches, as my body adjusted to it). Once I take it I have to keep myself occupied for an hour or two, not yet trying to sleep, but still relaxing, watching T.V, reading, etc., until the medicine takes effect. When that happens, it&#039;s very clear. I can pretty much shut my eyes and fall asleep within minutes. The only downside is that my already detailed and abundant nightmares are very much heightened and are often disturbing, which makes me wake up feeling disturbed but not drowsy. Would recommend.""",9,29-May-13,64,1
180870,"Influenza virus vaccine, inactivated",Influenza Prophylaxis,"""While I did feel sick after the nasal flu vaccine one year, the flu shot itself NEVER made me sick until this year. I STILL don&#039;t understand it. I usually feel a little dizzy the day of and a little run down for a couple days or so but this time I felt pretty sick. The day of I had moderate dizziness which I attributed to lack of sleep and not eating when I had gone for a doctor&#039;s appointment where I opted to get the shot when they offered it. I kept explaining it away until the next day when I started having mild flu symptoms. I had the flu before so I know what that&#039;s like. These symptoms were VERY MINOR compared to having the flu. I felt feverish, chilled, sore throat, body aches, no appetite, nausea. Still advocate flu shot though.""",9,2-Oct-16,2,1
115458,Propofol,Anesthesia,"""I had a Colonoscopy which was the first one I had. I am 54 years old and elected to have this to be proactive.  I have to say I am normally nervous when General Anesthesia is administered because the first time I had surgery (Neck Surgery) I had a violent reaction involving nausea and vomiting. I had never had Diprivan (propofol) as an anesthetic but I was told by the Doctor that this medicine has an anti-nausea effect. He was absolutely correct. It was an awesome experience.  I am a person who gets sick from taking even mild pain pills and any kind of anesthesia.  I have to say it was great. I had no side effects whatsoever. The recovery time was nothing. I felt great when I came out of it. It felt like taking a short nap.""",10,21-Jul-14,38,1
217496,Evekeo,ADHD,"""My childs grades have suffered more after beginning evekeo and his behavior is so much worse than before. I honestly cannot wait to to see the Dr. again.""",2,18-Dec-16,4,0
77272,Lorcaserin,Obesity,"""I lost 10 pounds effortlessly during the 2 week free trial. After 6 days, I had lost 6 pounds and at that point, started forcing myself to eat. I&#039;m wanting to achieve a steady, reasonable weight loss. No side effects other than slight dry mouth and sleeping more soundly. An interesting side note, Belviq is curbing all of my addictions...sugar, bread, alcohol, gambling. It&#039;s amazing so far. I&#039;m taking Belviq 2x daily with 1/2 phentermine tablet.""",10,16-Oct-13,78,1
39724,Contrave,Obesity,"""I have been trying to lose weight since October 2015. Well, long before that, but October was when I became desperate. I suffer from depression, which had made me gain 16lbs in 2015 alone. I went to my doctor and asked about Contrave after doing extensive research. I was on Wellbutrin for depression and I felt like it had stopped working so I opted to go off of it and that allowed me to start Contrave. I filled my prescription on December 16th. The drug made me  tired, but I never woke up tired. I woke up feeling very well rested. Very slight headaches now and then, but nothing horrible. That was the only side effects I have had. It is 1/3/16 now. I went from 216 to 204lbs today. I&#039;m loving it!""",9,3-Jan-16,6,1
97643,Nitroglycerin,Raynaud's Syndrome,"""I am 60 years old and have had Raynaud&#039;s Syndrome for 10 years. The first episode was when I was diagnosed, when I looked like I would lose a finger from severe frostbite. However a wonderful surgeon told me to try Nitro-Bid cream on that finger for 7 days, before resorting to removing the finger. It was miraculous as within those 7 days my skin started to renew itself and the sheer pain of it all was gone within 3 days. He saved my index finger on my left hand and I was extremely grateful.""",10,18-Jan-09,51,1
32740,Budesonide / formoterol,moterol),"""I&#039;ve always had mild asthma, but about 6 months ago, it got really bad and I was using my Ventolin like every 2 hours. Especially at night, I&#039;d wake up almost every hour and need to have a puff of Ventolin. It was bad, I know, but I kept putting up with it. But last time I went to the doctor, I mentioned how bad it had got and she put me on another asthma medication called Symbicort. It&#039;s saved my life, makes it SO much more easy to manage. Now I never use Ventolin at all and I only have two puffs of this Symbicort at night... it&#039;s amazing. It&#039;s made my life so much easier.""",10,30-Dec-12,50,1
42610,Concerta,ADHD,"""I started to take Concerta in 2010. I see a difference about my school behavior. My teachers think that I have improved at school.""",10,7-Dec-11,5,1
131118,Levonorgestrel,Birth Control,"""Just had to put the comment in here that the reviews posted had me extremely nervous about the insertion and while I cannot express my opinion about this device long term the insertion did not hurt AT ALL. It was placed during my period and I took about 4 advils before the procedure...I&#039;m 26 and have 2 children.""",8,19-Mar-09,13,1
149252,Mirena,Birth Control,"""I absolutely love the Mirena.  Afer getting with my lifepartner 8 years ago I opted for the Mirena because he had custody of his two daughters and I had custody of my 2 sons.  It has worked great, no periods (unless months up to it being switched), comfortable, and keeps my hormones where they need to be, constant due to my bipolar.  I am up for my 3rd round in August and wish I could just do it now.  I still use it even though my life partner is cut... just in case!  We have enough.  LOL  Give it a try.  I love it!""",10,8-Apr-15,15,1
25543,Lidocaine Viscous,Pain,"""Just diagnosed with Squamous Cell Carcinoma (cancer) of my lower lip. Waiting to undergo beam radiation therapy. Covers almost half my lip. Using Lidocaine Viscous prescribed by my Dr. to numb the intense pain he warned me I would have. He was So right. Allows me to sleep.""",9,25-Jan-12,19,1
155814,Metronidazole,Bacterial Infection,"""Since taking this medication (over a month ago) I have gained 10lbs (which I can&#039;t seem to be able to shake off), still have a metallic taste in my mouth and have frequent upset stomach. This has completely turned me off antibiotics altogether. It was given to me by a endodontist to &quot;ensure&quot; she wouldn&#039;t have any problems with the root canal (i.e. preventative). """,1,11-Jan-12,7,0
14338,Testim,"Hypogonadism, Male","""This stuff smells disgusting.  I gave up after two days.  What kind of idiots would want their product to smell like this ??? 
If you&#039;ve got stock in this company sell it quickly.""",1,11-Dec-16,5,0
81080,Hypercare,Hyperhidrosis,"""Today, thanks to Hypercare, I am wearing a teal colored silky shirt with NO sweating.  I am so happy that this product has changed my life and my wardrobe.  I went shopping with my husband this weekend and bought all form-fitting, colored shirts.  Sure it itches for a little while after applying, but it is so worth it.  I followed the directions of applying 3 nights in a row, and now am able to just use it once per week and I am dry as a bone.  Amazing what a difference not sweating all day makes.""",9,14-Nov-11,2,1
23038,Apremilast,Psoriatic Arthritis,"""I have now been on otezla for the magic 4 months the company says it takes to improve.  I am so much worse now.  My arthritis is so bad I can hardly use my hands they are so swollen and painful, most of my joints are swollen and painful, and my psoriasis has gotten worse.  I wish I had stayed on Enbrel, and as will be going back on it as soon as possible. I did not have any adverse side effects, it just wasn&#039;t effective for me.""",1,7-Sep-16,19,0
28488,Lexapro,Anxiety,"""First, the positive. I&#039;ve suffered from anxiety my entire life. This medication helped tremendously in that it was under control while I was on it. If you suffer from anxiety, you know how wonderful this can be.

The negative. I gained 20 pounds quickly that I couldn&#039;t get rid of. I decided to get off of the medication because I was trying to get pregnant. The withdrawals were really bad. I had brain zaps non-stop, couldn&#039;t stand up straight because of dizziness and extreme confusion. Now, keep in mind I tapered myself slowly off this medication, per doctor&#039;s orders. It took 5 months before I wasn&#039;t experiencing these withdrawal symptoms. Horrific.""",3,21-Apr-13,31,0
209205,Skelaxin,6</span> users found this comment helpful.,"""I was prescribed Skelaxin after being diagnosed with advanced DDD and stenosis.  It doesn&#039;t help with the pain and I get the same drowsy effects that I had with Flexerill.""",3,8-Sep-09,6,0
171547,Wellbutrin,Depression,"""Horrible side effects;  irritability, headaches, malaise, did not help me with depression as a result.""",1,23-Sep-12,42,0
103104,Zantac 150,GERD,"""I love this medicine. I have the worst acid reflux, indigestion and nothing ever works. I&#039;ve used so many other things but the only thing I have found that actually works is Zantac 150. I call it my miracle pill.""",10,29-May-09,88,1
39387,Contrave,Obesity,"""Im 20 and Im on week 4( 2 pills in the morning and 2 at night) i am 16 pounds down already. I am experiencing mild nausea, but it&#039;s only when I eat certain things. Once I throw up, I feel much better. I am trying to include more fruit into my diet to compensate for the food I have been throwing up. I have heard these symptoms don&#039;t last but 2 weeks max. If they last longer than that, I&#039;m going to go back to the 2 pills in the morning and 1 at night since I did good during that. This pill has been great at eliminating my cravings. No constipation or headaches so far.""",8,4-Sep-16,51,1
126688,Brimonidine,Rosacea,"""I wasted 50 bucks on this! I had a horrible experience and wished I had read these reviews before I used it. It gave me horrible rebound flushing after one use! This stuff should not be on the market!""",1,27-Dec-15,6,0
150730,Sulfamethoxazole / trimethoprim,Urinary Tract Infection,"""I ended up with a urinary tract infection due to my diabetes.  My PA prescribed Bactrim and I have not experienced any side effects. The burning and urge to urinate, but even after 2 days still feel like the bladder was not emptied. It is day 5 and I noticed some discoloration in urine in the morning hours. I take it that is due to some bleeding.  It went back to clear yellow tonight. I am carefully completing the course of this medication and hope it works for others like it has for me.  I feel great!""",10,22-Sep-14,33,1
38405,Phenazopyridine,Interstitial Cystitis,"""This medicine helped me to function. """,10,1-Jun-11,13,1
76188,Dinoprostone,Labor Induction,"""Caused crazy contractions. Baby&#039;s heart rate plummeted and an emergency cesearean was performed. Do not use this drug, try something different!""",1,15-Apr-16,3,0
17324,Errin,Birth Control,"""I&#039;m on month 3 &amp; at first I had no side effects because I had just got off the depo shot. But this month I&#039;m having mood swings.. My face is breaking out &amp; I&#039;ve always had nice clear skin &amp; so far I&#039;ve been bleeding 8 days straight &amp; cramping every day as well which I&#039;ve Never done!! I&#039;m seriously thinking about getting off this pill or taking nothing at all I&#039;m tired of all these toxins in my body doing me harm!""",2,16-Oct-16,6,0
206849,Duac,Acne,"""This product is a lifesaver! I use Duac at night in combination with Differin in the morning and Sumadan wash before I apply both, and it has done wonders for my skin. I broke out terribly last year (I was 15 then) with huge white heads and bumps all across my forehead and T-zone, and the occasional chin zit. I began using this in June and by the end of the summer my acne was COMPLETELY gone. Aside from being slightly drying (which is totally fine so long as you use a moisturizer 30 minutes after applying)  this medicine is wonderful. I&#039;d definitely recommend this to anyone struggling with moderate to severe acne, but don&#039;t be disappointed if it doesn&#039;t work right away like it did for me. Also, the tube lasted me forever! Almost 9 months.""",10,17-Mar-14,27,1
201445,Zoloft,Panic Disorde,"""I&#039;ve dealt with anxiety for the past 7 years, but about 2 months ago it got really bad. I started having at least one panic attack a day and it was really scary. I&#039;m not a depressed person, but the anxiety was making me feel that way because I didn&#039;t know if I would go back to &quot;normal&quot; - I finally decided to see the doctor and tried Zoloft. I didn&#039;t have any side effects, just mild anxiety that got better day to day. A couple of high anxiety days in between, but all in all... I was getting back to myself. Here I am, a couple of months later and COMPLETELY back to normal! I feel so happy and thankful that I decided to try medicine.""",10,20-Nov-15,59,1
194142,Follicle stimulating hormone,llicle Stimulation,"""This drug was wonderful (along with Menopur).""",10,9-Jun-09,5,1
146675,Ortho-Novum 7 / 7 / 7,Birth Control,"""I was on it for a year and thought everything was fine. Lighter, regular periods with no cramping - it was doing the job. Until, I linked my 10 month hair loss to the pill. I stopped taking it and my hair started to grow back. I was never aware of this side effect, so I wanted to share.""",2,4-Aug-13,15,0
65721,Propranolol,Migraine Prevention,"""I just wanted to say that this med so far has saved my life!! What a blessing. I have tried just about everything for migraine prevention, migraine onset, I have made trip after trip to the ER because I am vomiting so much from my migraines and they are unresponsive to all treatment. I see a neuro for the migraines, an oral surgeon for my TMJ, and my pcp. I have tried and failed topamax, trokendi, amitriptyline, nortriptyline, immitrex, fioracet, and more. It wasn&#039;t until my pcp prescribed propanolol that I finally got some relief from everyday headaches and chronic 3x a week migraines at least. Instantly after my first two doses of this medication (he started me at 10mg only) I felt extremely better. Helps my anxiety too! A+++""",10,4-Sep-16,31,1
93333,Vortioxetine,Major Depressive Disorde,"""Brintellix has reduced my depression to the lowest levels I&#039;ve ever had with one medication. I have had medication resistant major depression with suicidal thoughts and occasional auditory hallucinations, severe insomnia, and attention problems for 30 years. I have had to take 3 meds to control it in the past. This med is making me feel incredibly &quot;normal&quot;.  However,  I am having headaches and some nausea at 25 mg (always need high doses) but the headaches are improving- I think they will pass like most side effects do if I  stick with it and practice patience. I feel to good to give up easily.""",9,23-Jun-15,43,1
84176,Ethinyl estradiol / norgestimate,Birth Control,"""I have been on this pill for less then a month, I&#039;m at the end of the 3rd active week and this whole week I been spotting and cramping and some discharge that I never had problems with before. I was on mononessa for almost 2 years previously, my pharmacy changed it without my consent they told me it was the same but its not. While on it the first week I got super depressed and was moody and its gotten worse now that its the third week I&#039;m constantly annoyed and more moody then usual. I do take another script for PMDD that usually keeps my moods in line. But this birth control has screwed up with my balance all around. I can&#039;t wait to get back on mononessa for next month. I woudn&#039;t recommend this to any female who is overly sensitive&amp; emotional""",1,30-Mar-17,4,0
72175,Tramadol,Pain,"""I received this medication through my PCP for horrendous arthritis pain. This medicine is a joke! Like taking baby aspirin!""",1,22-Aug-14,72,0
212619,Rectiv,Anal Fissure and Fistula,"""I developed anal fissures after using Invokamet and Invokana.  My GI Dr. prescribed Rectiv to heal them.  It worked!  However, I got an instant Migraine
each time.  You cannot take aspirin, so I took my Migraine medicine - Fiorcet.  It took about two weeks to heal.  A real godsend!  Only downfall was the cost -
$525.00 per tube.  Insurance covered it, thankfully!""",8,24-Aug-15,21,1
50782,Gabapentin,ibromyalgia,"""Works very well on my facial pain and numbness.""",8,5-Jun-08,77,1
210640,Mirtazapine,Depression,"""Makes you feel really sleepy and tired in the morning""",2,9-May-17,11,0
31039,Miconazole,Vaginal Yeast Infection,"""I haven&#039;t had a yeast infection in about 10 years but I had them in the past and always used vagisil.  This time a friend suggested monistat.I did not experience immediate pain like the other reviewers but about an hour or so after I inserted the ovule and put the cream on it started coming out.  Not only was it gushing out but I was itching and burning like crazy!I washed all of the topical cream off because I thought it had melted and spread everywhere.I was almost in tears several times today because it burns so bad and the itching is unbearable!!I was barely itching and had no burning or discharge before taking it.I could smell the yeast and knew from past history what the antibiotics do to me so I called myself being proactive.DON&#039;T USE""",1,1-Feb-17,3,0
36759,Fentanyl,Pain,"""Having a positive feeling for the fentanyl transdermal system I would recommend it to anybody, but after using the 100mcg/hour ones for 5 years I have noticed that the patches don&#039;t last for 72 hours. I believe that I am one of those people who require change every 48 hours which will be conveyed to my Doctor in a few days.""",9,20-May-09,14,1
107282,Implanon,Birth Control,"""I got it when I was 18 and kept it all three year and just got it for another 3. I didn&#039;t have all the side effects. I spotted for a little while or randomly here or there, but nothing heavy or bothersome. I keep having yeast infections. I&#039;m not sure if that&#039;s related though.""",9,5-Jan-12,0,1
107230,Implanon,Birth Control,"""I have had my Implanon in since February 2011, so 14 months. It has been really great. At first I was gaining weight, but that was because of unhealthy habits. Now that I am up and moving more, drinking less soda and more water, I am losing faster than ever. I get a &quot;period&quot; every 3-4 months or so, and even then it is just 3 days of slight spotting. The only negatives I can think of are slightly decreased sex drive (which you can work through) and sometimes feeling a bit depressed (which usually lasts less than a day). If you are thinking about getting Implanon and are turned off by the possible side effects, just try it. It can be taken out any time. And remember, there is no &quot;natural&quot; birth control, everything has side effects.""",9,14-Apr-12,2,1
56127,Estradiol,,"""I had intercourse for the first time with my partner after inserting the Estring.  I was well lubricated but was a little irritated during and afterwards.  It even burned a little when I urinated afterwards.  Hopefully, this will be a one-time experience.  I&#039;m contemplating removing the Estring the next time.""",8,4-Nov-12,9,1
211381,Mirabegron,Overactive Bladde,"""I have been on Myrbetriq since 2/29/15, I take the 25mg as I am only 4;11 and 90 pounds. I was taking toviaz before that, and trospium chloride before that. Myrbetriq is a miracle drug for me I was going 40x a day...I now go about 10 on a good day and 18 on a so so day if I grab a cofffee. I have tried things like bladder trainning, that didn&#039;t work for me. I was dx with oab in october I am a 32 year old female. I try also to stay away from bladder irritants. Sometimes I want to see what the 50mg do but I think for my weight that maybe too much. I noticed a diffrence at about week three. It also got me through a colonoscopy too I was so scared to drink all that water.""",10,6-Jul-16,29,1
7463,Xanax,Anxiety,"""Anything that can get me back on track while I deal with my very occasional anxiety issues.  Xanax helped me out a lot 4.5 years ago and I am in need of it again.""",10,10-Jun-17,11,1
4039,Seroquel XR,Depression,"""I have used this for years now!  I love it, before taking I absolutely could not sleep.  I started out with 50mg, and am now taking 75mg after all of these years.  I cannot sleep without it and I have no side effects from this medicine. 
""",10,14-Nov-13,90,1
126786,Erythromycin,Upper Respiratory Tract Infection,"""It is very effective.""",9,12-Jul-08,19,1
9992,Lo Loestrin Fe,Birth Control,"""I am 15 and this is the second birth control I&#039;ve tried. Previously I was on Ortho-Tri-Cyclen Lo and I immediately stopped that because it turned me into an emotional monster. I was scared to try this birth control because I didn&#039;t want to get emotional again. But I did try and I love it. I&#039;m on my second pack now. I have NOT gained weight, if anything I&#039;ve lost weight. The only side effects I&#039;ve had is breast tenderness and I get a little nauseous from time to time. But that&#039;s it! Also before my period I will break out a little bit, but after the period this pill keeps my skin clear! This pill doesn&#039;t make me emotional either. So don&#039;t be afraid too try it!""",9,19-May-12,23,1
157406,Guaifenesin,ibromyalgia,"""I have had fibromyalgia for most of my life. Even as a child I suffer from severe leg pain. Each time I was given guaifenesen to help ease asthma congestion I always felt better. Today I take magnesium, guaifenesen, and vitamin D1000 x 3 and I finally have my life back. I tried Lyrica which locked up my jaws. Cymbalta and many other antidepressant&#039;s to no avail. For those of you that it doesn&#039;t help perhaps you need a second opinion on your diagnosis. I have to many friends on these meds that have reclaimed their life for this treatment to NOT be on to something. Perhaps more research is needed, but why would they do that when the medical and big pharma is getting rich shoving Lyrica, Cymbalta down our throat and getting rich.""",10,14-May-16,61,1
90929,Norco,Back Pain,"""Given for back pain due to ruptured disc it works fairly well. Thanks""",10,27-Oct-13,38,1
62698,Citalopram,Depression,"""I have been on Celexa for about 15 years and it&#039;s great. The only symptoms at first were dry mouth and yawning which eventually went away. I tried about 2 years ago to wean myself off with my doctors help and I had a horrible relapse so I am going to stay on Celexa as long as my doctor allows me. I actually feel normal all the time and very balanced.""",10,23-Jul-09,106,1
104400,Ethinyl estradiol / levonorgestrel,Birth Control,"""I have been on Portia for a year now, and this is my 7th brand of birth control pills. In the first couple of months I started Portia, I had crazy cystic acne, and not because of Portia, but this pill cleared my face to where my acne was non existent. I have always suffered with acne and I have never felt better about myself. Well now that I have been on this pill for a year, in the past month my cystic acne has come back FULL force. It&#039;s horrendous. I have no idea if it&#039;s the pill causing it or what because it actually cleared my face this whole time. On another note, I have always suffered with heavy periods and terrible cramps to the point of wanting to throw up from the pain. Now my periods are SUPER light and I have little to no cramps.""",8,29-Mar-12,2,1
164035,Fluorouracil,Keratosis,"""This was well worth doing. I initially did my face and a year later am back doing my scalp to finish the process - should have done it all at once. It completely removed all brown spots and left my skin looking 15 years younger. It took three weeks before my skin started &quot;smoldering&quot; but it wasn&#039;t more painful than a sunburn. Looked very red and I worked from home for about a week. This worked beyond my dermatologist&#039;s and my best case scenario. Awesome!""",10,5-Sep-15,54,1
